폰모델 제목,가격,등록시간,내용
s10플러스 128G 상태굿 최저가판매 s10+ s10,270000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s10플러스

색상:블랙.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관양호  배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
갤럭시노트9 512G/128G 상태굿 최저가판매 노트9,170000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시노트9

색상:블랙.브라운.퍼플.실버

저장공간: 128G/512G(+30.000)

가격: B 170.000원
         A 210.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관양호 배터리상태양호
B (잔상이외특이사항없음 세컨용.업무용.어플용추천)
A (무잔약잔 제품 메인용 강추)

(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
(미사용 정품)아이폰SE3 128G 레드 자급제폰 박스,550000,2022-07-08,"정품 매장에서 단순 변심으로 반품 된 제품을
검수하여 판매하고 있는 박스만 개봉된 새제품입니다. (개통이력 없습니다.)

자급제폰 공기계로 별도 통신사 가입없이 현재 사용하고 계신 유심칩만 끼우면 바로 사용가능합니다.

☆☆아이폰SE3
☆☆레드 색상
☆☆128GB

☆☆ 애플정가 66만원 제품을
☆☆ 55만원에 판매합니다.

라페스타 매장으로 오시면 카드도 가능합니다.
파주 금릉역 또는 일산 라페스타 인근에서 직거래 가능합니다. "
A급아이폰6S 64GB핑크10.9만원 [06429],109000,2022-07-08,"
안녕하세요 WING MOBILE입니다!
오프라인 중고폰 전문 업체 운영중 믿고 거래하세요!
한국어 상담/中文谘询/ENG OK!!

••••••••••••구매 후기 이벤트 진행중••••••••••••
구매 후기 작성시 사은품 8종 무료 증정!
젤리케이스+보호필름+충전기+유심핀세트+그립톡+마스크+세정티슈+무료배송
(한정수량으로 제공되며 조기 소진될 수 있습니다. 이벤트에 참여시 문의해주세요!) 

••••••••••••상품 상세 정보••••••••••••
상품번호: 06429
상품명: 아이폰6S
용량: 64GB
색상: 핑크
상품등급: A급
상태: 실사진과 동일합니다 참고부탁드립니다
배터리 효율: 96%
특이사항: 없음 
구성품: 휴대폰 단품 
통신사: SKT•KT•LGU+•알뜰폰•선불폰 유심변경 사용가능!(사용하시던 유심 장착 후 바로 사용 가능)
25% 선택약정 요금할인 가능 

••••••••••••상품 등급 안내••••••••••••
SS급: 사용감이 거의 없는 새폰 같은 상품! 
S급: 전체적으로 아주 깨끗한 상품! 
A급: 사용감 조금 있지만 가장 많이 선호하는 등급!!
B급: 전체적으로 사용감 또는 잔상이 있는 상품 가성비짱!!
C급: 기능이상은 없으나 액정/LCD 파손이 있는 상품 배달/업무/게임폰 추천!!

••••••••••••거래 방법••••••••••••
직거래:
서울 동대문입니다 문의주세요!
택배거래: 
무료배송입니다!
택배사: 로젠택배 
평일 오후 4시 이전 주문시 당일 발송 가능 
퀵거래: 
퀵거래 접수 가능, 퀵요금 고객 부담!
"
아이폰13프로맥스ㅣ128기가ㅣ블루(무료사은품)6097,1460000,2022-07-08,"✅기종- 아이폰13 프로맥스

✅색상-시에라 블루 

✅용량- 128기가  

✅개봉 풀박스 제품입니다. 

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
아이폰13프로맥스ㅣ128기가ㅣ블루(무료사은품)6096,1460000,2022-07-08,"✅기종- 아이폰13 프로맥스

✅색상-시에라 블루 

✅용량- 128기가  

✅개봉 풀박스 제품입니다. 

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
새제품 T505N 갤럭시탭A7LTE 미사용,214000,2022-07-08,"제품정보

번호 : 165452(문의하실때 말씀해주시면 바로 확인가능합니다)

가격 : 214000

모델명 : T505K (갤럭시탭A7 셀룰러 10.4인치 )

색상 : 다크그레이

최초통신사 : KT (통신사 상관없이 사용가능합니다!)

제조년일 : 2022년1월

개통이력이 없습니다 0000.00.00

용량 : 64GB

구성품 : 풀박스

​

제품설명

새제품 미사용 단순개봉입니다

새제품급

선택약정 25%할인 됩니다

대량있습니다 필요하신분 연락주세요 

모든제품 검수완료 / 기능이상시 7일이내 교환/환불가능 ( 단순변심/ 고객과실제외)

​

거래방식

1. 직거래 ( 신중동역3번출구 도보3분)

2. 택배거래 (+4,000원)

3. 퀵거래 (금액문의)

​

업체정보 및 연락처

< 중고나라 신중동중고폰 >

주소지 : 차량 ) 부천시 길주로 284 헤리움 메트로 타워 219호 누베베 한의원 옆

( 지하주차장 1시간무료)

도보 ) 신중동역 3번출구 나오셔서 좌회전 직진100미터

영업시간 : 오전 11:00 ~ 21:00 ( 제품문의는 24:00 까지 가능 )

연락처 : 010-8223-0708



​

T505K,갤럭시탭A7셀룰러64GB,신중동역Q갤럭시탭A7셀룰러64GB최저가,부천갤럭시탭A7셀룰러64GB,,경기도갤럭시탭A7셀룰러64GB,중고폰구매 ,부천삼성중고폰판매

​

■구 성 품 단 품 추 가 구 매 시 ■

1)충전기 : 5,000원

2)충전5핀케이블 : 3,000원

충전C핀케이블 : 4,000원

3)강화필름 : 3,000원

4)젤리케이스 : 3,000원

5)변환젠더 : 1,000원

6)스마트링 : 2,000원

7)이어폰 :5000원

8)유심핀,젠더:2000원"
아이폰13ㅣ256기가ㅣ그린ㅣ(3종무료사은품)5858,1140000,2022-07-08,"✅기종- 아이폰13

✅색상- 그린 

✅용량- 256기가  

✅미개봉 제품입니다. 

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
아이폰13ㅣ128기가ㅣ핑크(3종 무료사은품)5982,990000,2022-07-08,"✅기종- 아이폰13

✅색상- 핑크 

✅용량- 128기가  

✅개봉 풀박스 제품입니다. 

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
아이폰12ㅣ128기가ㅣ화이트(3종 무료사은품) 5632,740000,2022-07-08,"✅기종- 아이폰12

✅색상- 화이트 

✅용량- 128기가  

✅배터리 성능- 91%

⭕카메라 부분 미세 콕 *사진참고

🔹기본 사은품 ( 젤리 케이스 * 필름 * 충전기 ) 

♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥
♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥♥무료배송♥

📌 모든단말기는♦통신사 관계 없이♦유심만 넣으면 바로 사용 가능한 정상해지된 공기계 제품입니다.

📌 모든 단말기는 들어오자마자 외관및 기계 결함 문제등 2번의 검수를 거쳐 문제가 있을시 반품처리하고 있습니다 특별한 경우(찍힘,스크레치)첨부 사진을 통해 안내드리고 그에 맞게 저렴하게 판매 합니다

📌 기계 결함의 문제가 아닌 고객 단순변심으로 인한 환불은 불가 합니다"
아이폰13미니 128,620000,2022-07-08,"아이폰13미니 128G 판매합니다.
색상은 블랙
통신사 상관없이 요금제 자유로 사용가능합니다.
사용하덛 유심넣으면 바로 사용가능한 기기입니다.
박스 및 구성품은 없는 단품입니다.
매우깨끗한 ss급 기기입니다.
사진으로 확인가능합니다만 테투리 프레임에 아주 미세한 기스 하나 있습니다
배터리 효율 100%입니다.
급처라 싸게 판매합니다"
갤럭시s20 외관깨끗 최저가판매 s20,260000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20

색상:그레이.화이트.핑크

저장공간: 128G

가격: 270.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
기능정상 외관깨끗 잔상유 배터리상태굿!


(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
S20울트라 상태굿굿굿 최저가판매 갤럭시s20울트라,330000,2022-07-08,"((( 문의전화)))
☎0.1.0 .6.6.6.4 .0.2.0.0 ☎

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소
<권과장 꼭 찾아주시면 서비스 꼭 드려요>

모델명:갤럭시s20울트라

색상:블랙.그레이

저장공간: 256G

가격: 330.000원

거래방식:직거래(인천).택배(4시이전입금당일배송원칙).퀵(당일가능)

문의전화: 0 1 0 - 6 6 6 4 - 0 2 0 0

매장주소: 인천시 부평구 장제로22번길 6 명진빌딩 2층 PMT중고폰거래소

기기상태: 기기검수100%완료된상품입니다.
전기종 기능정상 파손없음 잔상유 배터리상태양호 최저도매가에 판매합니다.

(공지사항) 

*물품수령 후 30일이내 기능불량시 무상A/S 가능합니다.
(고객과실에 의한 부분은 처리 불가능합니다)

*물품수령 후 7일이내 기능불량시 교환및수리 환불 가능합니다.
(고객 과실에 의한 부분은 처리 불가능 합니다)

*중고물품 특성상 고객변심,소모품(배터리.외형사용감)으로 인한 
 교환 및 환불은 불가능 합니다."
