폰모델 제목,가격,등록시간,내용
갤럭시S105G 256기가 당일발송!! 0622-4,220000,2022-07-08,"■중고폰 다량보유!! 찾으시는 제품있으시면 편하게 문의주세요^^■

■제품정보■
​
모든제품 기능검사 철저하게 진행하고있습니다.
​
최저가로 최상의 제품을 모시겠습니다.
​

*기기명: 갤럭시S105G 256기가

*제품번호: 0622-4

*색상: 블랙

*최초통신사: KT
*3사호환가능  (LG/ KT/ SK/알뜰폰,선불폰 가능)

*최초개통일: 19년7월30일


■제품상태■

*액정 매우 깨끗합니다.

*테두리기스 외엔 전체적으로 깨끗합니다.

*잔상 있으니 사진 확인 바랍니다.

​*구성품: 휴대폰단품, 액정필름, 투명젤리케이스, 무료배송
                   *재고없을시 단품발송.
​
■제품설명■

*유심 꽂으면 바로 사용가능
​
*25프로 선택약정 가능

*구입후 7일이내 기능 이상시 교환,환불가능합니다(단순변심,고객과실 제외)

■거래방식■
​
*택배 또는 직거래(경기도 광주 매장방문->율동공원 5분거리)
​
*택배이용시 택배비 무료
​
* 오후 4시까지 결제시 당일발송!!

■업체 정보및 연락처■

*주소지:경기도 광주시 오포읍 능평로 47  호박마켓

* 0.1.0.4.9.7.9.4.4 8.8으로 연락 주세요^^"
갤럭시A908 화이트 단품,150000,2022-07-08,"정상해지제품

최초통신사 유플러스

3사 이용가능 선택약정가능

상태 액정에 총알 두곳있어서 저렴하게 내놓습니다

잔상없으며 상태는 사진으로 상세히 찍어뒀습니다

업무용으로 사용하여서 사용량 저조합니다

직거래는 대구

택배는 착불입니다"
갤럭시A50 A504 64기가 무잔상!! 0706-8,80000,2022-07-08,"■중고폰 다량보유!! 찾으시는 제품있으시면 편하게 문의주세요^^■

■제품정보■
​
모든제품 기능검사 철저하게 진행하고있습니다.
​
최저가로 최상의 제품을 모시겠습니다.
​

*기기명: 갤럭시A50 64기가

*제품번호: 0706-8

*색상: 화이트

*최초통신사: LG
*3사호환가능  (LG/ KT/ SK/알뜰폰,선불폰 가능)

*최초개통일: 20년6월3일


■제품상태■

*전체적으로 사용감있으니 사진참고해주세요.(기능이상문제X)

*잔상 없습니다.

​*구성품: 휴대폰단품, 무료배송
                   *재고없을시 단품발송.
​
■제품설명■

*유심 꽂으면 바로 사용가능
​
*25프로 선택약정 가능

*구입후 7일이내 기능 이상시 교환,환불가능합니다(단순변심,고객과실 제외)

■거래방식■
​
*택배 또는 직거래(경기도 광주 매장방문->율동공원 5분거리)
​
*택배이용시 택배비 무료
​
* 오후 4시까지 결제시 당일발송!!

■업체 정보및 연락처■

*주소지:경기도 광주시 오포읍 능평로 47  호박마켓

* 0.1.0.4.9.7.9.4.4 8.8으로 연락 주세요^^"
갤럭시 s22 신급 팝니다.,730000,2022-07-08,"안녕하세요. 
갤럭시 s22 그린 색상입니다. 
5G. 256기가 무흡집 새제품 수준
6월 개통. 풀박스. 유심기변. 25%요금할인 가능. 보증가능

한 달 사용했고요. 옆면 보호필름도 아직 안뗐습니다. 
갤럭시 폴드에서 넘어왔는데 큰 화면에 적응돼서 s22팝니다. 
서울 여의도권, 경기남부권 직거래 가능합니다. 

010-9060-0531"
갤럭시 S10E 블랙 128GB 급처 합니다.,160000,2022-07-08,"안녕하세요.

갤럭시 S10E 블랙 128GB 급처 합니다.
통신사는 U+ 입니다.(3사호환)

작동에 아무 문제없습니다.
잔상도 없습니다.
뒷부분이 조금 깨져서 감안해서 싸게 팝니다.
케이스 끼우고 사용하면 불편함 없습니다.
사진 확인바랍니다.
( 25% 요금할인 선택약정 가능합니다. )

직거래는 중앙선 도농역에서 하구요. 
(저녁 늦게도 가능)
그외는 택배로 보내드립니다.

연락주세요. "
갤럭시 S10 5G 크라운실버 256GB 급처 합니다.,220000,2022-07-08,"안녕하세요.

갤럭시 S10 5G 크라운실버 256GB 급처 합니다.
통신사는 SKT 입니다.(3사호환)

작동에 아무 문제없습니다.
잔상도 없습니다.
액정 오른쪽 윗부분 모서리가 아주 조금 깨져서
감안해서 싸게 팝니다. 깨진거보단 찍힘수준입니다.
불편함 하나도 없습니다. 사진 확인바랍니다.
( 25% 요금할인 선택약정 가능합니다. )

직거래는 중앙선 도농역에서 하구요. 
(저녁 늦게도 가능)
그외는 택배로 보내드립니다.

연락주세요. "
갤럭시 A51(A516) 5G 블랙 128GB 싸게 팝,140000,2022-07-08,"안녕하세요.

갤럭시 A51(A516) 5G 블랙 128GB 싸게 팝니다.
통신사는 KT 입니다.(3사호환)

작동에 아무 문제없습니다.
외관도 전체적으로 깔끔하고 좋습니다. 
잔상은 약하게 있으나, 불편함 없습니다.
사진 확인 바랍니다.
( 25%요금할인 선택약정가능합니다. )

직거래는 중앙선 도농역에서 하구요. 
(저녁 늦게도 가능)
그외는 택배로 보내드립니다.

연락주세요. "
갤럭시 S10E 옐로우 128GB 싸게 팝니다.,180000,2022-07-08,"안녕하세요.

갤럭시 S10e 옐로우 128GB 싸게 팝니다.
통신사는 U+ 입니다.(3사호환)

작동에 아무 문제없습니다.
잔상도 없습니다.
외관도 생활기스 조금외 전체적으로 
깔끔하고 좋습니다. 사진 확인바랍니다.
( 25% 요금할인 선택약정 가능합니다. )

직거래는 중앙선 도농역에서 하구요. 
(저녁 늦게도 가능)
그외는 택배로 보내드립니다.

연락주세요. "
갤럭시 A31(A315) 블루 64GB 급처 합니다.,70000,2022-07-08,"안녕하세요.

갤럭시 A31(A315) 블루 64GB 급처 합니다.
통신사는 SKT 입니다.(3사호환)

작동에 아무 문제없습니다.
외관도 전체적으로 깔끔하고 좋습니다. 
잔상이 좀 있어서 감안해서 싸게 팝니다.
네비용이나 게임용으로 좋습니다.
사진 확인 바랍니다.
( 25%요금할인 선택약정가능합니다. )

직거래는 중앙선 도농역에서 하구요. 
(저녁 늦게도 가능)
그외는 택배로 보내드립니다.

연락주세요. "
갤럭시 노트 10 256GB 공기계 단품,290000,2022-07-08,"갤럭시 노트 10 256GB 공기계 단품

약정할인 가능
정상해지
통신 3사 지원

잔상 없음
사진 참조 부탁드립니다 ~~^.^"
[리퍼비시] 삼성 갤럭시노트10 5G 256GB 정식 리퍼비시 공기계 3사호환 SM-N971,340000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다

★제품정보★
- 기기명: 갤럭시 노트10 256기가
- 제품 상태: 삼성 공식 서비스센터에서 새액정, 새배터리 , 새 테두리로 교체 된 제품입니다.
구매 후 1년간 삼성서비스센터 배터리, 액정 무상 AS 가능
- 색상: 블랙/글로우 中 택1 가능
- 출시일: 2019.08
- 통신사: 랜덤(SKT, KT, LGU+, 알뜰폰 호환 가능)
⭐  필름, 케이스 , 유심핀 , 충전기 제공 , 무료배송

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
⭐꼭!!! 전화 연락후 결제 부탁드립니다!!⭐"
갤럭시 퀀텀2 최상급,280000,2022-07-08,"128기가 정상공기계

알뜰폰 사용가능

외관 삼성정품필름 생활 기스외 찍힘이나 파손 일체없습니다

폰을 변태적으로 깨끗하기 쓰기때문에 새것처럼 깨끗합니다 

잔상, 번인 일체 없구요 

서브폰이 있기때문에 이폰으로는 영상보거나 게임은 일체하지 않아 배터리타임 좋습니다

기기 사제충전기 젤리케이스 하나 드릴게요

직거래 서울 신림역 부근 그외 택

네고 교환 예약 등 쓸데없는 대화 자제 

구매시에만 연락하세요"
갤럭시 J6 32GB 박스훼손 단순개봉상품 (미개통),80000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다.

★제품정보★
-기기명 : 삼성전자 갤럭시 Galaxy J6
(SM-J600N)
-제품상태 : 단순개봉 박스훼손 (기본 충전기, 이어폰 동봉)
( 개통이력 없으며 , 박스만 훼손된 단순개봉 기기입니다)
-색상 : 블랙, 퍼플 , 골드
-용량 : 32GB
-출시일 : 2018년 7월
-통신사 : U+
-화면 5.6인치
-카메라 전면 800만 후면 1300만 / 지문인식, 얼굴인식
-2 GB RAM, 32 GB 규격 내장 메모리, microSDXC (규격상 2 TB, 256 GB 공식 지원)

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
(평일 오후 3시 이전 결제시 당일 발송 )
⭐
꼭!!! 전화 연락후 결제 부탁드립니다!!
⭐

★안심혜택★
-무료 배송
-100% 품질보증! 소독 및 세척 후 출고
⭐ 구매 전 확인해주세요
-본 제품은 안전결제로만 구매 가능합니다.
-구매시 안전결제 수수료 3.5% 추가됩니다.
⭐ 교환/환불
-수령일로부터 7일 이내 교환/환불 가능합니다.
(단순 변심의 경우 왕복 택배비 발생합니다)
-구매확정 이후에는 반품 불가합니다.
-고객 과실로 인한 불량과 자가 수리 후 수리비 청구는 불가합니다."
갤럭시 노트10 공기계 액정파손 부품용 펜포함,120000,2022-07-08,"갤럭시 노트10 액정파손 
처음 화면 켜질땐 안보이고 폰켜지면
화면들어옵니다 액정 교체해서 쓰시거나
부품용으로 가져가세요  초기화 해놨습니다
펜 포함 입니다"
[삼성 갤럭시S20플러스] 최저가 블루 256GB 29만원,290000,2022-07-08,"제품정보
기기명 ▶ 갤럭시S20+ 5G (G986)
65번
색상 ▶ 클라우드 블루
최초통신사 ▶  LG / 3사통신사, 알뜰, 선불 호환가능
최초개통일 ▶ 2020.06
제품상태 ▶ 중고
가격 ▶ 290.000

제품설명
상세사진과 100% 동일합니다
찍힘, 스크래치없이 전체적으로 깨끗합니다.
전면유리 기스 없으며 사진과같이 잔상있는 제품입니다
전 기능 이상없이 정상작동합니다
저렴히 판매합니다 문의주세요 ^^

거래방식
직거래▶ 울산 북구 명촌동 (주차가능)
퀵거래 & 수화물거래 ▶ 상세위치 주시면 퀵비용 조회 후 안내드립니다.
택배거래 ▶ CJ대한통운 & 우체국택배 당일발송 (토요일도 발송가능)

업체정보 및 연락처
울산중고폰 / 휴대폰8040
연락처 ▶ 010.6415.5552 * 전화, 문자, 카카오톡 문의가능
매장 유선전화 ▶ 052.277.8040

※ 중고폰 매장이라 다양한 기종 구비되어있습니다
( 중고나라 검색창에 휴대폰8040 검색하시면
더 많은 제품 보실수 있습니다 )
※ 구매문의채팅, 댓글은 확인이늦어요
휴대폰으로 연락주시면 빠른상담이 가능합니다"
[갤럭시노트10플러스] 무잔상 최저가 화이트 256GB 34만원,340000,2022-07-08,"제품정보
기기명 ▶ 갤럭시노트10+ (N976)
65번
색상 ▶ 아우라화이트
최초통신사 ▶ LG / 3사통신사, 알뜰, 선불 호환가능
최초개통일 ▶ 2020.02
제품상태 ▶ 중고
가격 ▶ 340.000

제품설명
상세사진과 100% 동일합니다
전체적인 모서리 흠집과 충전단자 기스 보입니다
전면유리 기스, 잔상 전혀없어요 ^^
전 기능 이상없이 정상작동합니다.
저렴히 판매합니다 문의주세요

거래방식
직거래▶ 울산 북구 명촌동 (주차가능)
퀵거래 & 수화물거래 ▶ 상세위치 주시면 퀵비용 조회 후 안내드립니다.
택배거래 ▶ CJ대한통운 & 우체국택배 당일발송 (토요일도 발송가능)

업체정보 및 연락처
울산중고폰 / 휴대폰8040
연락처 ▶ 010.6415.5552 * 전화, 문자, 카카오톡 문의가능
매장 유선전화 ▶ 052.277.8040

※ 중고폰 매장이라 다양한 기종 구비되어있습니다
( 중고나라 검색창에 휴대폰8040 검색하시면
더 많은 제품 보실수 있습니다 )
※ 구매문의채팅, 댓글은 확인이늦어요
휴대폰으로 연락주시면 빠른상담이 가능합니다"
[삼성 갤럭시S105G] 무잔상 크라운실버 256GB 26만원,260000,2022-07-08,"제품정보
기기명 ▶ 갤럭시S10 5G (G977)
37번
색상 ▶ 크라운실버
최초통신사 ▶ LG / 3사통신사, 알뜰, 선불 호환가능
최초개통일 ▶ 2020.11
제품상태 ▶ 중고
가격 ▶ 260.000

제품설명
상세사진과 100% 동일합니다
베젤 기스 외 흠집없이 전체적으로 깨끗합니다
화면 잔상 전혀없어요 ^^
전 기능 이상없이 정상작동합니다.
저렴히 판매합니다 문의주세요

거래방식
직거래▶ 울산 북구 명촌동 (주차가능)
퀵거래 & 수화물거래 ▶ 상세위치 주시면 퀵비용 조회 후 안내드립니다.
택배거래 ▶ CJ대한통운 & 우체국택배 당일발송 (토요일도 발송가능)

업체정보 및 연락처
울산중고폰 / 휴대폰8040
연락처 ▶ 010.6415.5552 * 전화, 문자, 카카오톡 문의가능
매장 유선전화 ▶ 052.277.8040

※ 중고폰 매장이라 다양한 기종 구비되어있습니다
( 중고나라 검색창에 휴대폰8040 검색하시면
더 많은 제품 보실수 있습니다 )
※ 구매문의채팅, 댓글은 확인이늦어요
휴대폰으로 연락주시면 빠른상담이 가능합니다"
[갤럭시노트20] SK개통기기 무잔상 그레이 256GB 39만원,390000,2022-07-08,"제품정보
기기명 ▶ 갤럭시노트20 5G (N981)
71번
색상 ▶ 미스틱그레이
최초통신사 ▶ SK / 3사통신사, 알뜰, 선불 호환가능
최초개통일 ▶ 2020.11
제품상태 ▶ 중고
가격 ▶ 390.000

제품설명
상세사진과 100% 동일합니다
테두리, 충전단자 약간의 사용감 있으나
눈에띄는 큰 흠집없이 깨끗합니다
전면유리 기스, 잔상 전혀없어요 ^^
전 기능 이상없이 정상작동합니다.
저렴히 판매합니다 문의주세요

거래방식
직거래▶ 울산 북구 명촌동 (주차가능)
퀵거래 & 수화물거래 ▶ 상세위치 주시면 퀵비용 조회 후 안내드립니다.
택배거래 ▶ CJ대한통운 & 우체국택배 당일발송 (토요일도 발송가능)

업체정보 및 연락처
울산중고폰 / 휴대폰8040
연락처 ▶ 010.6415.5552 * 전화, 문자, 카카오톡 문의가능
매장 유선전화 ▶ 052.277.8040

※ 중고폰 매장이라 다양한 기종 구비되어있습니다
( 중고나라 검색창에 휴대폰8040 검색하시면
더 많은 제품 보실수 있습니다 )
※ 구매문의채팅, 댓글은 확인이늦어요
휴대폰으로 연락주시면 빠른상담이 가능합니다"
